Topic,Subject,Title,District 01 Estimate,District 02 Estimate,District 03 Estimate,District 04 Estimate,District 05 Estimate,District 06 Estimate,District 07 Estimate,District 08 Estimate,District 09 Estimate,District 10 Estimate,District 11 Estimate,District 12 Estimate,District 13 Estimate,District 14 Estimate,District 15 Estimate,District 16 Estimate,District 17 Estimate,District 18 Estimate,District 19 Estimate,District 20 Estimate,District 21 Estimate,District 22 Estimate,District 23 Estimate,District 24 Estimate,District 25 Estimate,District 26 Estimate,District 27 Estimate,District 28 Estimate,District 29 Estimate,District 30 Estimate,District 31 Estimate,District 32 Estimate,District 33 Estimate,District 34 Estimate,District 35 Estimate,District 36 Estimate,District 37 Estimate,District 38 Estimate,District 39 Estimate,District 40 Estimate,District 41 Estimate,District 42 Estimate,District 43 Estimate,District 44 Estimate,District 45 Estimate,District 46 Estimate,District 47 Estimate,District 48 Estimate,District 49 Estimate,District 50 Estimate,District 51 Estimate,District 52 Estimate
Education,School Enrollment,College or graduate school,"51,873","39,966","45,707","75,809","48,476","47,476","60,569","56,306","46,623","44,242","41,673","76,836","53,129","41,436","45,280","61,015","58,067","56,990","72,193","54,359","57,155","44,660","51,080","92,163","49,617","48,028","48,329","58,636","47,716","45,798","52,245","60,422","55,460","53,548","56,317","75,386","71,532","54,026","68,568","56,690","54,604","63,848","48,866","50,493","61,355","63,571","77,414","46,341","44,828","86,504","77,801","55,035"
Education,Educational Attainment,Population 25 years and over,"507,545","544,856","575,585","523,995","555,715","520,702","518,500","526,336","501,190","527,300","565,719","535,314","474,442","522,905","535,095","526,418","547,424","478,472","514,037","519,076","457,175","453,352","498,542","502,529","511,935","509,917","490,697","551,560","500,551","589,239","503,762","560,886","482,643","518,798","501,999","541,461","494,159","511,920","485,998","541,851","569,806","493,823","486,849","506,672","522,003","507,060","528,900","516,243","525,066","562,592","522,339","498,696"
Education,Educational Attainment,Less than 9th grade,"32,088","28,791","9,755","34,876","22,353","27,455","41,321","39,358","54,613","13,943","31,591","39,650","91,314","34,058","43,059","23,162","20,702","84,810","29,150","23,558","76,427","90,051","24,785","43,023","64,837","48,624","32,190","41,666","84,080","31,935","71,115","33,542","47,782","98,925","57,977","11,205","87,397","42,445","54,460","20,751","31,793","84,236","77,402","74,109","44,556","76,483","15,834","21,912","25,816","21,736","24,185","54,274"
Education,Educational Attainment,"9th to 12th grade, no diploma","34,962","21,341","18,096","30,854","30,134","32,009","29,230","32,883","42,021","15,249","21,753","28,016","52,802","22,285","24,309","17,446","16,782","51,271","19,105","28,626","45,989","66,049","42,361","30,544","59,706","28,676","40,555","26,590","47,043","22,852","40,594","22,337","43,077","49,673","49,285","11,502","50,407","38,635","47,929","17,258","32,609","41,168","46,979","50,848","33,788","64,906","10,949","24,414","16,279","17,826","19,665","43,407"
Education,Educational Attainment,High school graduate (includes equivalency),"129,068","98,457","102,426","109,984","129,557","128,998","102,800","127,596","138,541","69,040","59,104","76,779","140,546","95,864","84,241","58,375","63,484","113,450","75,772","126,931","120,441","133,409","146,173","81,313","143,076","95,539","107,437","90,580","126,854","85,558","125,022","77,406","149,298","109,132","139,304","49,577","89,472","134,378","153,443","83,955","141,490","112,370","118,796","126,533","102,330","121,495","60,359","111,480","78,141","63,554","84,938","111,316"
Education,Educational Attainment,"Some college, no degree","132,080","112,348","131,699","115,754","143,307","120,344","107,811","114,653","105,896","87,671","63,240","78,801","89,594","84,242","79,607","59,137","63,745","79,250","97,228","132,603","96,344","90,986","124,689","104,192","115,968","98,401","116,078","83,280","87,552","96,128","97,472","88,608","100,853","77,238","95,360","72,923","90,358","99,363","93,840","99,637","129,500","94,983","93,991","97,719","89,462","94,857","87,040","123,341","98,154","86,681","105,620","113,350"
Education,Educational Attainment,Associate's degree,"61,613","45,716","66,140","46,561","56,244","48,024","47,734","50,824","42,308","40,861","27,698","28,521","31,459","36,401","35,672","27,469","29,643","35,842","45,809","58,488","42,098","28,288","50,474","41,672","35,820","38,845","44,536","38,228","32,243","47,741","42,946","38,772","37,600","26,378","38,639","29,520","25,323","42,430","34,107","41,408","52,502","30,759","38,139","39,065","41,648","36,873","38,598","48,945","47,392","35,654","42,462","44,798"
Education,Educational Attainment,Bachelor's degree,"79,338","139,611","156,940","110,321","110,104","105,204","118,624","104,225","79,981","182,747","202,240","144,956","46,919","143,724","157,671","157,006","170,649","74,832","138,849","94,589","50,300","30,274","64,900","118,536","59,539","123,066","97,623","156,242","91,079","195,649","84,716","179,499","68,163","107,090","84,766","208,910","89,446","103,335","64,904","168,134","114,771","85,864","75,031","80,694","141,297","82,210","186,986","120,347","162,663","187,803","146,629","88,670"
Education,Educational Attainment,Graduate or professional degree,"38,396","98,592","90,529","75,645","64,016","58,668","70,980","56,797","37,830","117,789","160,093","138,591","21,808","106,331","110,536","183,823","182,419","39,017","108,124","54,281","25,576","14,295","45,160","83,249","32,989","76,766","52,278","114,974","31,700","109,376","41,897","120,722","35,870","50,362","36,668","157,824","61,756","51,334","37,315","110,708","67,141","44,443","36,511","37,704","68,922","30,236","129,134","65,804","96,621","149,338","98,840","42,881"
Education,Educational Attainment,Percent high school graduate or higher,86.8,90.8,95.2,87.5,90.6,88.6,86.4,86.3,80.7,94.5,90.6,87.4,69.6,89.2,87.4,92.3,93.2,71.6,90.6,89.9,73.2,65.6,86.5,85.4,75.7,84.8,85.2,87.6,73.8,90.7,77.8,90,81.2,71.4,78.6,95.8,72.1,84.2,78.9,93,88.7,74.6,74.5,75.3,85,72.1,94.9,91,92,93,91.6,80.4
Education,Educational Attainment,Percent bachelor's degree or higher,23.2,43.7,43,35.5,31.3,31.5,36.6,30.6,23.5,57,64,53,14.5,47.8,50.1,64.7,64.5,23.8,48,28.7,16.6,9.8,22.1,40.2,18.1,39.2,30.5,49.2,24.5,51.8,25.1,53.5,21.6,30.3,24.2,67.7,30.6,30.2,21,51.5,31.9,26.4,22.9,23.4,40.3,22.2,59.8,36.1,49.4,59.9,47,26.4
Business,Paid employees for pay period including March 12,Total for all sectors,"189,649","254,403","273,841","246,950","230,828","259,390","245,057","168,422","204,642","259,935","723,461","310,477","147,394","282,237","437,271","443,683","666,612","204,565","213,573","202,867","213,159","141,856","155,575","277,688","127,565","264,813","178,312","262,256","187,750","458,175","279,032","361,446","199,939","289,588","365,700","495,612","276,804","233,445","223,820","281,959","233,113","285,595","237,740","231,694","306,926","388,623","562,045","213,851","274,532","423,645","431,357","152,665"
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting","2,721","1,296",393,"1,684",928,53,234,23,950,85,47,97,"8,074",96,16,99,0,"3,383",684,828,"1,694","3,815",21,"1,410","1,702",799,28,42,73,117,98,25,67,20,197,88,109,0,86,62,55,45,1,41,21,26,164,409,219,148,24,26
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",253,215,217,348,334,0,33,65,54,112,16,0,329,170,55,97,48,170,139,"4,478",21,"1,008","1,575",987,399,210,"1,080",26,92,22,315,6,142,0,30,68,0,38,0,0,216,415,0,22,19,28,85,62,47,0,170,36
Business,Paid employees for pay period including March 12,Utilities,"1,615",783,"2,322","2,086",425,268,"1,709",760,240,"4,473","5,536","1,427","1,994",77,810,471,"2,122",401,"1,048","1,421","2,417",461,"1,101","2,305","1,060",500,946,"3,992",187,349,"2,346",327,"1,117","2,224","3,260",544,166,944,179,740,783,611,481,383,481,"1,174",406,600,803,963,"3,404",381
Business,Paid employees for pay period including March 12,Construction,"12,949","20,945","27,376","18,327","14,940","27,164","16,168","16,131","13,895","19,446","19,623","17,736","9,604","25,521","20,117","15,183","28,996","16,788","13,593","16,692","15,984","7,878","7,765","17,333","9,745","15,856","12,709","6,942","15,775","10,957","13,791","15,305","9,014","6,134","24,018","8,911","4,942","15,809","20,839","26,610","30,512","7,451","7,735","13,953","17,757","29,689","27,542","28,840","16,643","16,869","30,687","7,726"
Business,Paid employees for pay period including March 12,Manufacturing,"13,274","21,081","8,656","30,458","14,321","9,070","13,364","17,285","17,790","3,976","7,442","20,680","25,957","24,303","25,742","13,577","108,090","18,873","20,176","12,102","27,730","16,041","7,141","19,331","8,266","25,113","16,712","4,493","20,949","10,944","41,628","20,159","11,826","10,696","38,106","34,528","14,471","23,375","17,267","26,588","18,835","36,380","33,424","27,393","28,362","36,305","48,145","23,908","31,086","14,701","25,003","15,733"
Business,Paid employees for pay period including March 12,Wholesale trade,"7,379","11,288","5,962","8,401","5,283","12,198","13,610","7,697","13,454","7,085","15,846","12,649","9,653","21,303","18,744","12,001","70,829","11,855","6,436","5,569","17,009","6,837","1,940","10,555","4,443","15,708","6,499","6,488","11,855","9,148","26,835","10,756","6,728","14,381","39,082","16,239","21,796","31,622","11,671","17,526","11,200","29,545","15,718","21,749","30,459","22,570","38,634","8,046","16,035","9,460","16,907","8,233"
Business,Paid employees for pay period including March 12,Retail trade,"32,733","37,722","41,437","36,350","34,499","31,083","27,508","25,075","28,761","33,086","43,619","26,738","23,809","27,649","32,756","32,456","39,143","26,519","30,092","30,949","24,855","27,458","25,627","36,551","29,201","34,847","29,143","30,635","23,287","44,490","34,408","37,382","36,130","19,185","40,595","47,022","28,450","26,716","30,270","31,209","32,524","32,541","25,039","26,095","37,461","31,582","46,104","30,378","35,992","30,459","44,064","29,429"
Business,Paid employees for pay period including March 12,Transportation and warehousing,"7,801","6,408","5,397","10,855","3,238","13,221","19,531","10,117","30,528","4,245","11,183","18,934","13,930","9,900","36,162","4,049","10,760","5,983","3,164","7,746","20,132","12,263","6,128","6,368","3,689","6,658","6,865","5,853","10,696","5,487","16,005","3,132","43,127","10,544","65,300","7,905","3,479","19,043","36,303","4,957","6,058","22,351","52,902","25,923","12,941","10,479","11,210","3,846","7,761","9,575","8,907","9,656"
Business,Paid employees for pay period including March 12,Information,"2,216","6,406","3,957","3,275","3,070","7,351","4,091","2,294","1,692","9,590","106,061","11,808","1,025","16,718","98,573","87,066","61,358","9,410","2,442","2,207","2,741","1,691","4,814","9,288","1,601","6,129","2,057","5,024","5,419","87,199","3,280","14,749","1,378","6,448","3,280","63,912","21,953","2,145","2,408","6,116","1,878","2,772","3,094","2,086","5,229","4,191","19,977","1,828","4,429","12,703","17,802","1,087"
Business,Paid employees for pay period including March 12,Finance and insurance,"5,796","9,890","11,899","6,057","10,587","20,901","4,581","3,140","6,333","18,247","74,839","11,842","2,265","7,951","19,797","16,074","13,488","4,225","5,192","5,349","4,323","2,248","2,328","6,883","1,849","21,164","4,027","17,775","3,768","11,675","7,075","22,140","3,707","23,031","9,561","18,516","12,623","5,188","4,308","16,441","4,043","13,383","3,724","3,622","16,927","22,885","42,088","6,663","7,356","18,952","25,657","3,888"
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,"2,996","5,658","8,375","4,205","4,853","5,096","4,158","2,264","3,023","6,044","18,957","6,879","1,851","4,404","6,678","7,427","7,778","3,055","4,066","3,617","3,092","1,622","2,957","5,628","2,873","5,405","3,250","5,693","5,939","13,915","4,699","11,867","1,696","6,921","5,669","16,525","8,040","4,709","3,215","8,358","5,104","4,804","5,106","3,333","4,428","8,411","25,800","3,695","6,633","12,378","9,478","2,440"
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services","7,254","16,462","24,291","11,604","14,017","18,456","19,080","6,267","5,681","23,755","147,479","33,713","2,779","35,915","52,381","63,035","110,691","16,810","18,541","10,350","6,130","3,187","4,027","20,506","3,200","25,924","9,960","29,055","5,439","37,955","12,293","34,993","4,352","39,843","11,373","60,187","29,684","9,230","6,344","24,476","8,589","11,804","9,207","9,924","17,438","21,697","82,220","10,586","25,407","86,997","62,611","6,297"
Business,Paid employees for pay period including March 12,Management of companies and enterprises,"1,342","3,348","7,925","2,481","2,122","3,154","2,081","3,100","1,332","9,588","33,086","10,317",560,"5,374","8,499","7,107","73,554","2,464","1,968","2,742","1,388",724,324,"6,235",168,"5,611",700,"3,716","1,428","8,764","4,279","6,380","2,219","7,544","4,603","16,785","6,477","4,154","2,158","5,112",973,"8,783","4,212","3,874","9,160","11,276","31,161","1,318","3,508","11,597","8,773","1,764"
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,"9,169","14,462","14,788","13,812","17,792","26,204","12,439","9,716","12,593","20,652","35,880","16,064","6,298","17,583","21,475","13,056","35,904","20,775","11,220","16,411","10,975","7,406","10,288","16,177","8,017","16,393","11,401","16,524","13,096","19,329","19,299","32,452","10,007","19,724","25,364","24,173","16,792","16,912","16,697","16,946","14,578","19,885","12,707","18,051","17,860","34,277","38,136","11,931","14,703","20,087","36,401","7,200"
Business,Paid employees for pay period including March 12,Educational services,"3,498","6,803","4,819","3,883","3,369","6,441","4,884","3,377","4,580","7,063","20,716","12,095","1,205","4,883","6,680","44,387","12,340","3,431","5,525","3,747","6,229","1,050","4,451","7,574","1,397","7,117","7,224","21,895","4,003","16,340","8,750","15,135","4,429","17,481","4,223","17,385","29,876","6,257","5,738","9,401","3,189","3,365","4,612","1,875","5,292","5,262","11,160","4,256","8,135","11,138","13,601","3,301"
Business,Paid employees for pay period including March 12,Health care and social assistance,"39,767","39,669","41,321","41,843","53,936","42,243","51,276","33,577","30,212","48,161","77,801","57,434","14,425","44,401","40,534","74,553","32,589","25,591","35,256","35,456","37,648","23,518","38,317","47,095","19,045","32,164","28,859","49,697","40,546","83,651","46,049","69,893","30,618","48,993","44,969","65,117","33,470","30,369","32,309","39,696","33,879","40,603","22,424","39,644","43,266","54,498","53,908","24,727","35,113","65,462","70,278","24,969"
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation","3,110","6,274","8,031","3,789","5,553","2,919","4,525","3,149","2,852","5,300","13,207","5,490","1,236","3,172","5,787","4,982","8,249","3,625","6,467","3,964","2,259","1,277","8,579","5,478","2,562","5,082","4,528","7,153","2,644","20,138","2,299","12,174","1,720","6,571","3,155","14,917","8,063","1,981","2,792","4,645","10,481","3,087","4,476","1,631","9,432","38,195","9,000","6,280","8,391","16,782","4,061","2,032"
Business,Paid employees for pay period including March 12,Accommodation and food services,"26,326","32,784","44,829","38,154","31,418","24,283","30,075","17,322","22,307","26,362","65,921","29,153","17,284","23,102","31,667","35,515","37,343","23,282","37,593","29,428","19,199","18,381","21,692","46,031","23,044","30,217","24,551","35,781","15,879","56,895","26,176","38,105","22,733","32,726","30,368","62,751","26,158","24,903","22,988","30,303","41,111","36,976","25,136","22,266","38,141","42,568","58,704","36,403","40,162","70,244","34,957","20,042"
Business,Paid employees for pay period including March 12,Other services (except public administration),"9,442","12,891","11,836","9,321","10,112","9,152","15,682","7,041","8,338","12,639","26,143","17,342","5,097","9,711","10,781","12,469","13,294","7,914","9,954","9,796","9,320","4,982","6,491","11,901","5,301","9,905","7,712","11,444","6,659","20,755","9,400","16,392","8,906","17,072","12,505","19,930","10,159","10,010","8,188","12,738","9,082","10,764","7,675","9,770","12,246","13,484","17,551","10,059","12,096","15,077","18,531","8,419"
Business,Paid employees for pay period including March 12,Industries not classified,8,18,10,17,31,27,28,22,27,26,59,35,19,4,17,79,24,11,17,15,13,9,9,52,3,11,61,28,16,45,7,74,23,48,42,109,93,14,57,30,23,30,41,59,6,26,50,16,13,28,41,6
Business,"Annual payroll ($1,000)",Total for all sectors,"9,669,119","17,962,776","17,771,308","15,566,877","13,503,291","16,811,154","17,252,537","11,191,653","10,968,758","21,816,297","111,418,372","27,761,469","7,413,346","24,981,246","72,924,117","79,422,766","123,348,909","16,407,656","14,482,911","10,605,473","11,180,757","6,986,975","8,453,703","17,231,401","5,625,665","18,671,877","9,540,268","17,366,478","11,002,357","35,585,015","16,250,310","27,221,383","9,447,519","24,889,151","20,743,673","49,957,308","26,408,698","13,267,070","11,369,658","18,512,357","12,118,133","17,316,163","15,510,467","14,471,325","18,579,051","22,888,284","51,986,429","11,851,764","18,066,619","37,035,047","34,871,828","7,465,163"
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","158,905","87,478","26,875","106,618","55,235","3,139","8,233",664,"70,604","4,110","7,221","7,576","261,747","7,728",572,"8,563",0,"206,437","27,091","40,384","80,414","174,388",698,"80,097","75,698","46,347",696,"2,572","2,201","5,218","6,938","1,221","4,510",548,"7,687","4,367","3,278",0,"11,039","3,405","3,534","2,095",79,"2,068",837,"1,038","6,182","17,493","13,613","9,336","1,076","1,989"
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","19,810","17,973","14,876","31,592","23,314",0,"4,386","6,381","5,885","10,706","1,320",0,"23,762","22,008","9,717","12,133","4,308","15,295","10,612","518,786","1,264","115,095","177,989","102,614","41,691","18,052","219,704","2,851","9,197","3,712","29,665",572,"10,835",0,"2,630","8,943",0,"5,026",0,0,"22,465","45,067",0,"2,672","1,801","1,865","9,313","5,702","3,805",0,"15,344","4,517"
Business,"Annual payroll ($1,000)",Utilities,"249,348","122,253","408,363","308,959","56,518","32,166","224,529","120,905","27,846","794,859","1,107,407","240,029","302,306","10,202","145,458","65,033","323,404","56,644","135,033","181,220","356,002","62,805","132,977","457,364","137,379","66,889","146,015","650,817","19,551","71,977","271,127","39,580","147,153","333,437","426,476","78,041","17,308","118,424","17,538","98,780","97,756","91,107","76,370","53,005","58,767","159,260","59,907","81,449","112,177","171,486","514,542","55,748"
Business,"Annual payroll ($1,000)",Construction,"899,339","1,635,742","2,068,434","1,490,621","1,082,040","2,131,063","1,443,261","1,499,582","1,013,340","1,788,684","2,120,898","1,725,449","579,107","2,343,550","1,979,533","1,378,070","3,176,204","1,411,085","975,323","1,064,088","1,118,462","492,879","453,879","1,162,051","548,015","1,048,195","877,374","446,679","1,112,652","814,999","980,772","909,599","659,125","474,885","1,904,035","700,136","381,509","1,291,304","1,352,767","2,189,651","2,086,451","554,151","492,775","1,063,025","1,447,365","2,446,955","2,482,723","2,024,554","1,393,347","1,414,350","2,457,154","422,444"
Business,"Annual payroll ($1,000)",Manufacturing,"793,658","1,816,172","584,834","2,576,422","1,017,454","555,882","902,286","1,669,365","1,131,769","317,260","674,438","2,000,837","1,703,221","2,297,785","4,696,075","1,529,639","19,043,823","1,225,050","2,553,403","905,240","1,625,777","984,467","411,371","1,464,889","436,557","1,998,525","1,483,802","220,063","1,441,280","829,223","2,866,445","1,448,227","638,933","667,584","2,491,422","3,404,222","628,339","1,479,480","1,032,538","1,936,524","1,188,286","2,376,095","3,554,934","2,105,382","1,929,811","2,376,230","4,978,194","1,957,209","2,745,495","1,400,312","2,115,185","1,160,519"
Business,"Annual payroll ($1,000)",Wholesale trade,"475,863","1,305,234","520,815","723,296","454,348","1,021,718","931,742","611,432","1,018,104","677,337","2,631,785","1,426,490","679,814","1,829,979","4,493,540","3,404,598","14,344,474","999,126","592,964","393,865","1,170,038","483,542","99,256","1,002,824","255,729","1,640,104","511,307","434,897","827,213","846,341","1,802,853","905,780","420,938","978,335","2,766,123","1,835,754","1,520,991","2,573,735","800,199","1,668,563","882,978","2,133,434","1,394,778","1,624,555","3,118,210","1,557,997","4,717,236","597,706","1,608,134","1,049,643","1,759,663","515,574"
Business,"Annual payroll ($1,000)",Retail trade,"1,253,325","1,666,001","1,724,708","1,497,674","1,311,516","1,215,631","1,043,839","998,716","1,126,969","1,438,281","2,425,091","1,155,196","833,856","1,175,302","1,824,571","2,240,834","1,813,531","1,017,703","1,245,032","1,068,895","899,462","1,011,525","911,644","1,453,988","1,123,964","1,450,158","1,073,310","1,204,425","997,578","2,081,137","1,388,893","1,707,935","1,486,055","752,009","1,721,080","2,715,637","1,432,133","1,014,633","1,208,775","1,314,545","1,249,155","1,178,637","966,529","988,323","1,628,977","1,229,564","2,339,406","1,265,802","1,542,841","1,245,473","1,942,408","998,106"
Business,"Annual payroll ($1,000)",Transportation and warehousing,"437,106","517,058","250,661","553,822","172,096","642,099","2,056,158","498,939","1,475,428","245,346","2,237,110","1,400,711","800,299","531,451","2,552,300","348,630","623,078","374,670","146,598","436,872","956,449","666,556","331,751","353,125","189,669","306,108","336,786","272,544","616,927","271,069","799,672","133,506","1,881,312","586,394","3,176,834","413,927","155,020","1,036,965","1,788,832","264,899","312,247","1,439,475","3,751,032","2,038,126","664,486","505,059","703,984","218,021","433,276","519,300","437,718","464,330"
Business,"Annual payroll ($1,000)",Information,"132,464","1,101,136","484,659","235,439","231,464","657,605","419,492","238,363","114,721","1,775,916","25,353,338","2,010,817","55,973","4,046,129","32,524,919","35,246,749","20,250,848","2,530,775","238,005","125,768","205,409","94,709","516,585","1,130,440","81,412","666,741","132,881","543,778","577,512","10,146,448","188,011","2,189,279","82,241","643,558","266,754","10,260,060","3,585,346","212,462","145,145","565,491","128,267","219,079","242,271","157,854","446,900","367,985","3,443,099","139,111","484,433","1,827,190","2,271,629","73,407"
Business,"Annual payroll ($1,000)",Finance and insurance,"453,698","1,356,996","1,220,937","688,582","1,022,814","1,898,496","463,433","244,226","551,001","2,461,639","18,640,064","1,995,700","141,526","888,195","4,953,456","4,781,847","2,386,748","493,637","537,311","441,740","260,881","153,334","156,332","709,235","98,997","2,243,077","314,739","2,560,981","251,556","1,227,950","521,586","3,036,860","216,464","5,874,193","816,392","3,637,856","3,736,055","373,479","327,729","1,618,748","334,385","1,411,862","367,957","273,023","1,404,213","2,208,916","6,728,236","482,759","807,114","2,790,356","2,818,377","243,296"
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,"146,604","439,193","571,063","247,296","267,662","317,482","267,592","140,876","163,149","623,083","2,398,233","602,105","92,697","344,454","615,207","936,011","706,018","241,365","269,324","199,717","146,166","82,856","144,541","350,321","140,044","439,003","194,382","367,156","398,155","1,337,259","276,073","1,011,174","80,162","521,105","415,246","1,681,801","821,148","283,521","198,793","594,430","329,565","290,260","291,662","251,451","264,577","568,948","2,497,417","218,137","540,239","1,089,338","666,062","128,872"
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","465,190","1,620,451","2,667,174","939,471","1,017,386","1,903,667","1,949,322","485,480","412,696","2,669,729","28,488,792","4,418,355","156,723","4,325,274","9,643,273","11,855,276","21,504,364","2,397,280","1,917,275","702,191","393,980","200,713","250,204","1,995,459","144,576","3,211,228","750,935","3,296,990","347,065","3,801,057","947,075","3,532,286","256,825","5,505,143","762,453","7,870,294","4,503,046","833,178","416,844","2,265,041","592,793","1,019,607","796,075","800,228","1,544,827","1,645,409","10,374,718","745,135","2,509,759","12,857,566","9,725,153","439,457"
Business,"Annual payroll ($1,000)",Management of companies and enterprises,"80,786","497,356","700,156","253,773","219,006","352,375","263,298","599,600","132,638","1,674,525","4,992,818","1,590,847","36,684","1,038,946","1,827,214","1,538,766","31,357,196","271,023","325,883","291,136","88,311","61,544","30,700","664,283","13,078","868,246","64,245","588,401","114,779","1,241,396","505,375","630,240","199,480","828,950","333,028","2,456,281","1,104,638","327,353","161,020","614,397","140,098","911,518","394,132","427,191","936,988","1,140,268","3,194,044","82,056","416,156","1,276,162","1,196,997","106,246"
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,"409,536","763,026","796,066","741,805","900,350","1,411,660","606,423","503,505","567,241","1,275,790","5,309,618","1,595,021","314,287","1,135,795","1,447,426","970,284","2,046,984","1,798,074","605,338","665,490","434,384","316,874","548,923","787,627","328,978","825,098","468,239","790,321","562,541","1,224,978","990,331","1,701,750","471,629","923,682","1,044,947","1,958,726","976,088","602,207","650,151","885,157","639,381","828,446","548,868","767,682","775,589","1,551,826","3,091,535","487,469","856,469","1,308,817","1,739,413","297,034"
Business,"Annual payroll ($1,000)",Educational services,"139,607","369,835","165,059","133,109","133,058","294,798","225,304","196,572","200,055","303,082","1,317,246","631,198","50,983","177,208","423,995","4,148,651","742,211","176,696","232,515","150,655","212,933","44,657","211,783","266,430","64,676","313,738","293,786","1,092,232","202,288","698,965","388,842","746,739","155,428","1,055,152","232,870","824,516","2,260,084","192,334","195,099","470,608","101,466","144,557","232,573","73,101","169,040","228,451","449,733","179,444","413,917","466,367","648,242","181,597"
Business,"Annual payroll ($1,000)",Health care and social assistance,"2,452,839","2,782,732","3,524,630","3,159,156","4,170,985","3,287,515","4,511,838","2,528,815","2,020,538","4,193,592","8,069,610","4,615,085","785,860","3,622,734","3,750,434","8,770,845","2,442,460","1,927,728","2,786,355","2,244,966","2,384,957","1,373,721","2,907,246","3,151,955","1,018,166","1,758,047","1,635,693","3,013,274","2,538,251","6,092,326","3,182,073","4,444,885","1,791,320","3,016,453","2,994,549","5,214,953","2,014,666","1,802,712","2,129,882","2,604,242","2,057,304","3,027,837","1,161,694","2,726,300","2,420,072","3,553,719","3,472,541","1,387,127","2,145,309","5,589,941","4,740,472","1,508,189"
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","86,166","240,976","232,117","110,917","190,618","78,949","331,037","99,085","68,247","187,352","1,350,377","324,261","30,751","97,010","176,673","190,344","645,185","210,406","278,380","104,737","60,908","35,639","421,094","189,964","95,265","534,611","175,843","370,134","266,726","1,963,121","67,718","2,819,197","43,445","802,157","81,427","3,635,298","1,985,643","55,152","63,586","139,597","426,787","101,343","173,761","87,756","312,727","1,391,198","675,848","242,024","288,450","882,950","114,439","66,292"
Business,"Annual payroll ($1,000)",Accommodation and food services,"695,306","1,009,230","1,309,024","1,383,134","811,401","589,541","754,121","447,776","542,014","744,806","2,581,335","941,099","389,908","641,589","1,125,945","1,252,617","1,211,452","674,269","1,209,292","733,652","440,997","437,704","521,535","1,442,273","653,917","830,131","605,205","1,090,840","429,574","1,983,754","655,527","1,203,055","544,948","1,071,356","746,487","2,277,785","804,154","638,523","555,165","793,175","1,186,136","1,083,983","777,122","546,436","984,310","1,447,483","1,992,717","1,324,446","1,258,149","2,467,507","952,600","497,654"
Business,"Annual payroll ($1,000)",Other services (except public administration),"318,897","610,674","500,496","384,088","365,396","402,482","844,536","300,130","325,943","628,603","1,705,708","1,070,141","173,266","445,197","731,427","738,769","725,777","379,602","396,623","335,229","343,450","193,776","224,959","464,733","177,717","406,775","254,708","416,707","287,008","942,216","380,583","756,928","356,474","852,365","551,696","972,271","476,139","424,154","313,474","482,906","337,632","456,899","284,806","480,864","468,984","505,103","766,365","395,492","493,499","666,308","753,785","299,543"
Business,"Annual payroll ($1,000)",Industries not classified,672,"3,260",361,"1,103",630,931,"1,707","1,241",570,"1,597","5,963","1,888",576,710,"2,382","5,107",452,791,554,842,513,191,236,"1,729",137,804,618,816,303,"1,869",751,"2,570",242,"1,727","1,537","6,440","3,056",727,950,"1,649","1,447",711,822,"2,283",570,"1,010","3,231",628,437,"1,052","1,569",349
Business,Total Establishments,Total for all sectors,"15,626","23,797","22,297","18,471","18,571","15,885","15,651","11,522","12,997","19,650","32,315","20,067","10,058","17,092","19,490","21,897","22,451","14,300","18,273","14,504","12,478","9,406","11,523","23,117","10,470","22,138","14,225","26,023","15,879","35,949","19,694","39,142","10,873","21,224","20,504","41,925","20,873","18,411","12,460","23,262","17,177","16,997","13,268","13,596","21,526","19,602","36,600","18,192","24,918","29,411","23,776","11,972"
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",192,224,77,115,111,12,33,5,64,25,8,8,151,19,5,28,0,100,69,70,82,96,6,97,64,73,9,15,7,22,6,14,4,3,7,16,3,0,7,17,20,7,3,9,3,7,15,73,38,51,9,5
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",23,15,23,24,22,0,6,3,7,8,3,0,15,6,4,7,4,12,12,128,5,42,28,46,14,15,11,9,4,4,8,7,5,0,3,10,0,7,0,0,6,25,0,4,6,6,15,8,3,0,9,3
Business,Total Establishments,Utilities,70,32,51,36,45,16,21,24,16,25,30,10,28,15,10,16,12,21,32,72,23,31,61,43,47,43,28,40,10,10,40,11,20,20,31,17,11,18,17,15,26,29,14,12,24,22,27,38,25,55,33,13
